Call 210,"This is all relating to an agreement between myself and a friend who has approached me to lend money for the purpose of buying a vehicle, but for profit purposes. So, what I'm wanting to know, is, am I able to lend him my personal money, for a period of six months, in return for a monthly interest rate. Do I need to be an approved, or have any approvals to be able to do this?"
Call 211,"Just a quick enquiry, what it is, I want to set up a little, small office, to pass on work to brokers for mortgages and loans and all that. So what kind of licence would I require to do that?"
Call 212,How do I apply apply for a credit licence?
Call 213,"I'm looking to become authorised, I'm looking for some advice on becoming authorised in regards to retail finance. "
Call 214,"I'm looking to basically start my own business, selling gaming laptops. So obviously, what I'm looking for advice on is, how I become regulates, so, instead of me having to go to a retail finance company, I can do it myself, so I can charge a lower APR if that makes sense?"
Call 215,"I'm a car dealership, I sell cars for a living. I don't currently offer finance myself. A lDo I need to offer finace and how do I go about it?"
Call 216,"I sell cars and I understand that if I want to offer finance, I have to have a limited car dealership licence?"
Call 217,"I'm looking at a new business, which is renting vehicles, renting cars, to consumers. Now, I own them, but they can have the option of purchasing them if they want. Would I fall under your parameters? "
Call 218,"I've got a client who has a straight forward situation where an adult wants to provide a loan to help purchase a house for the son. Clearly that person doesn't have to be authorised under the FCA regime because they're not doingit as a business, I'm quite clear about that. But the consumer credit act element, I'm a bit confused about, as to whether there is an exemption there or not; whether any of the act applies?"
Call 219,"I was wondering, what would be the rules in regards to maybe split payments for patients? Because I remember that dental practices should be registered with the FCA if they do provide a staggered payment. "
Call 220,"Do I need to look at the Consumer Credit Act in any way, shape or form to offer finance?"
Call 221,I'm selling passive exercise bikes for disabled people and I want to offer finance for them on my website. Do I need to the FCA for that?
Call 222,"I just want to make sure, do I need any licencing or anything to carry out my duties? I've got a company and we set up tablets. So we are programmers, so we have a small team here and the majority of the programmers are abroad. What we do is we set up tablet screens where individuals can enter an application, all of the supportive details onthere and process the direct debits. I'm just not sure, if you're a business, do you need a consumer credit licence, because it contains the word 'consumer'? It's a B2B, it's going through 'go cardless' - a third party direct debit, do I still need a consumer credit licence? "
Call 223,"I've been talking to this firm who is happy to provide my customers with finance, but they are asking for me to get an FCA licence first so they can actually give it for more than 12 months, otherwise my customers would be restricted to paying it in 12 months. Is this correct?"
Call 224,"I was just considering whether it was worthwhile me to get into or not, or to stick to 12 months. If we want to offer our customers more than 12 months of finance, what do we have to do?"
Call 225,"Before I file for it, do I need to have a retail finance company on my side, or can we just do it without it and once we do get a licence, can we go after these finance companies?"
Call 226,I'm looking at setting up a vehicle leasing and brokerage. 
Call 227,I've been told because of my professional services work I may do from time to time that I have to differentiate what would fall under a consumer credit licence.
Call 228,"I sell cars through finance, I've been told I must get FCA limited permissions to be able to do that."
Call 229,"I'm a second car dealership and I've just started my business and I want to be able to offer my customers finance, I've been told my need to registered or authorised"
Call 230,"I've been told that I need to register with the Financial Conduct Authority, in order to continue offering finance to our dental patients."
Call 231,"We're an online furniture retailer, we'd like to be able to offer customers a possiblity to purchase sofas over longer periods like credit terms. I've been told that we need to apply for this FCA regulation, is that right?"
Call 232,If we're passing a customer on to someone who is FCA registered I've been told we need to be registered for credit broking is that right?
Call 233,"I was looking to take some advice and direction, I'm a sole trader car dealer and looking for authorisation to enable me to offer finance deals to customers."
Call 234,Do I need an FCA licence to offer credit broking?
Call 235,Do I need to apply for credit broking if I am retailer? 
Call 236,What I'm looking for is whether credit broking is regulated or unregulated.
Call 237,Can you advise if I need Credit broking or not to ofgfer finance to our customers?
Call 238,"I'm wanted some advice first as I'm not sure what type I'd need, whether it's limited or full permission"
Call 239,"From what I've been told from the 3rd party company, if you're offering interest free only then you don't need FCA licensing"
Call 240,We have been told that it might be a good idea to register with the FCA so we can give debt advice
Call 241,I've been asked to enquire and obtain a Consumer Credit licence to lend money
Call 242,I've been told that I need to set up a Consumer Credit Licence to provide clients with finance
Call 243,We are a veterinary practice and looking to offer credit.
Call 244,"We're a golf club looking to offer our members finance via a 3rd party, who would I go to get some assistance"
Call 245,"If you can issue Consumer credit loans to your customers, can you also hold a credit broking licence at the same time?"
Call 246,Do I need permission from any people to open a pawn shop?
Call 247,How do I apply for Limited Permission?
Call 248,Do I need to be authorised to lend money on an individual basis?
Call 249,"I want to get a loan based crowd funding online platform established in the UK, how do I do this?"
Call 250,"We're a car sales company, I want to start offering car finance through a lender, how do I become FCA approved?"
Call 251,"If we want to advice someone on their debts and consolidating them, does that require a licence?"
Call 252,If we let customer pay us in instalments do we need to be authorised?
Call 253,Am I credit broking if I refer customers to a lender?
Call 254,"We hire luxury watches on a 6-12 month contract, would this be consumer hire or credit broking?"
Call 255,How can I be authorised to sell my cars on finance?
Call 256,We're looking into offering finance for customers we sell cars to and we've been told we need to be FCA regulated
Call 257,"Why do we need to registered with the FCA as a dental practice, we only offer finance through another company?"
Call 258,We're opening a car dealer and looking to offer customers finance on our website. Do we need to let you know?
Call 259,We are going to be offering finance via a 3rd party and selling insurance product. Does this require authorisation?
Call 260,I want to get authorisation to provide financial services i.e. loan. How do I go about it?
Call 261,"We want to do in-house finance, where we refer to external company. What does that involve?"
Call 262,"I'm looking at becoming a vehicle broker, I'll source a vehicle and then introduce the customer to a lender. Do I need FCA approval?"
Call 263,"We're looking to offer our services where the customer can spread the costs and pay via instalments, would this require authorising?"
Call 264,We've been told we need to apply for a Consumer Credit licence to allow our members to pay by instalments through us directly. Is this correct?
Call 265,"I'm setting up a business where I've had a Consumer Credit licence prior, we just introduce customers to a lende. Do I need to re-apply?"
Call 266,"We want to refer our customers on to a 3rd party lender, do we need to be FCA limited permission authorised?"
Call 267,"We're looking to rent vehicles out which are registered as taxis, Do I need to be authorised for that?"
Call 268,"I complete income expenditure and advise clients to amalgamate debts, do I need to be authorised?"
Call 269,"When people have defaulted on payments of cars, we would start the process to collect the debts do we need to be authorised?"
Call 270,I'm a caravan dealer and I need to be FCA approved to work with Black horse finance for credit broking. How do it?
Call 271,"I'm setting up a website for contract hire vehicles, I've been told I may need to FCA registered to hire is that correct?"
Call 272,We want to offer finance to our customers so they have the option to get interest free finance which we will sort elsewhere. Do we have to do it through you?
Call 273,If we offer in-house finance do I need full or limited permission?
Call 274,"We're motor dealers buying & selling cars, we want to be FCA authorised to send customers to finance companies and they need us to be FCA approved. What do we do?"
Call 275,"We're looking to lease security systems, we own the goods do we need to be authorised?"
Call 276,"We're looking to offer finance to our customers through a finance provider, I've been told I need to apply for Consumer Credit Limited Permission. How do it?"
Call 277,Do I need to be authorised to collect debt on a tenancy agreement?
Call 278,"Looking to credit consumer licence, been told to come to FCA and get a licence form you so can deal with the finance company."
Call 279,anyone advertising loans would they have to be regulated by yourselves or anybody in the UK?
Call 280,"thinking of setting up like a money lending, pawnbroking for high end cars, need to find out if we need to be FCA regulated."
Call 281,"Home improvement business, looking to set up a facility where can get a licence to, I want to be able to offer them  finance?"
Call 282,I need some guidance as a new company we're about to launch and looking to operate a crowdfunding platform for loans which is interest free for the general public. What do we need?
